time,risk_set,failures,survival,se,lower95,upper95,
0.278903,130,1,0.717249,0.041076,0.636741,0.797757
0.288909,129,1,0.711732,0.041449,0.630492,0.792971
0.289848,128,1,0.706214,0.041818,0.624250,0.788178
0.293726,127,1,0.700697,0.042185,0.618015,0.783379
0.302284,125,1,0.695180,0.042890,0.611115,0.779244
0.312068,123,1,0.689618,0.043607,0.604149,0.775087
0.325024,122,1,0.684012,0.043970,0.597831,0.770193
0.327228,121,1,0.678405,0.044330,0.591517,0.765293
0.328274,120,1,0.672798,0.044688,0.585210,0.760387
0.329515,119,1,0.667192,0.045043,0.578908,0.755476
0.335843,118,1,0.661585,0.045395,0.572611,0.750559
0.343053,116,1,0.655978,0.046141,0.565543,0.746414
0.343771,115,1,0.650323,0.046491,0.559202,0.741445
0.359364,113,1,0.644668,0.047254,0.552050,0.737287
0.363852,112,1,0.638963,0.047603,0.545662,0.732264
0.368910,111,1,0.633258,0.047948,0.539280,0.727237
0.370782,110,1,0.627553,0.048291,0.532902,0.722205
0.370883,109,1,0.621848,0.048632,0.526529,0.717168
0.373227,108,1,0.616143,0.048971,0.520160,0.712126
0.418858,107,1,0.610438,0.049307,0.513796,0.707081
0.427463,106,1,0.604733,0.049642,0.507435,0.702031
0.429501,105,1,0.599028,0.049974,0.501079,0.696977
0.435633,104,1,0.593323,0.050304,0.494728,0.691919
0.436386,102,1,0.587618,0.051131,0.487402,0.687834
0.454202,101,1,0.581857,0.051460,0.480996,0.682719
0.458387,100,1,0.576096,0.051787,0.474593,0.677599
0.466350,99,1,0.570335,0.052113,0.468195,0.672476
0.482742,98,1,0.564574,0.052436,0.461800,0.667349
0.484779,97,1,0.558813,0.052758,0.455409,0.662218
0.503523,95,1,0.553052,0.053639,0.447920,0.658185
0.505274,94,1,0.547231,0.053960,0.441468,0.652993
0.510168,93,1,0.541409,0.054280,0.435020,0.647798
0.522803,91,1,0.535587,0.055201,0.427393,0.643782
0.527448,90,1,0.529702,0.055521,0.420881,0.638523
0.531014,89,1,0.523816,0.055839,0.414372,0.633261
0.550903,88,1,0.517931,0.056155,0.407866,0.627995
0.574669,86,1,0.512045,0.057131,0.400069,0.624022
0.589699,84,1,0.506091,0.058136,0.392145,0.620037
0.590524,83,1,0.500066,0.058455,0.385494,0.614638
0.617211,80,1,0.494041,0.060252,0.375948,0.612135
0.624228,79,1,0.487866,0.060576,0.369137,0.606595
0.645074,78,1,0.481690,0.060899,0.362328,0.601053
0.651903,77,1,0.475515,0.061221,0.355522,0.595507
0.653976,76,1,0.469339,0.061541,0.348720,0.589959
0.656187,75,1,0.463164,0.061859,0.341919,0.584408
0.679985,73,1,0.456988,0.063034,0.333441,0.580536
0.681400,72,1,0.450728,0.063355,0.326553,0.574904
0.706871,71,1,0.444468,0.063674,0.319667,0.569269
0.715232,70,1,0.438208,0.063992,0.312784,0.563632
0.731533,69,1,0.431948,0.064309,0.305903,0.557993
0.742595,67,1,0.425688,0.065596,0.297120,0.554256
0.746003,66,1,0.419334,0.065915,0.290141,0.548528
0.749044,65,1,0.412981,0.066233,0.283164,0.542797
0.782043,64,1,0.406627,0.066550,0.276189,0.537065
0.804383,61,1,0.400274,0.069076,0.264884,0.535663
0.826971,58,1,0.393712,0.071816,0.252952,0.534472
0.845854,57,1,0.386924,0.072153,0.245503,0.528344
0.856429,56,1,0.380135,0.072489,0.238057,0.522214
0.877580,54,1,0.373347,0.074185,0.227944,0.518750
0.920730,53,1,0.366433,0.074526,0.220362,0.512504
0.974034,50,1,0.359520,0.077891,0.206853,0.512186
0.987839,49,1,0.352329,0.078245,0.198968,0.505690
1.009101,48,1,0.345139,0.078599,0.191085,0.499193
1.023955,47,1,0.337948,0.078952,0.183202,0.492694
1.050071,46,1,0.330758,0.079305,0.175321,0.486195
1.078424,45,1,0.323568,0.079657,0.167440,0.479695
1.086098,44,1,0.316377,0.080009,0.159560,0.473194
1.097952,43,1,0.309187,0.080360,0.151680,0.466693
1.139733,42,1,0.301996,0.080712,0.143801,0.460192
1.147011,41,1,0.294806,0.081063,0.135922,0.453691
1.149169,40,1,0.287616,0.081415,0.128042,0.447189
1.155179,39,1,0.280425,0.081767,0.120162,0.440689
1.179429,38,1,0.273235,0.082119,0.112281,0.434189
1.184536,37,1,0.266044,0.082472,0.104399,0.427690
1.263551,36,1,0.258854,0.082826,0.096516,0.421192
1.283296,35,1,0.251664,0.083180,0.088631,0.414696
1.304177,34,1,0.244473,0.083535,0.080744,0.408203
1.332057,33,1,0.237283,0.083892,0.072854,0.401712
1.342638,32,1,0.230093,0.084251,0.064962,0.395224
1.358550,30,1,0.222902,0.087480,0.051442,0.394362
1.462156,28,1,0.215472,0.091054,0.037007,0.393937
1.467008,27,1,0.207777,0.091453,0.028529,0.387024
1.499524,26,1,0.200081,0.091857,0.020042,0.380120
1.521540,25,1,0.192386,0.092265,0.011546,0.373225
1.582501,23,1,0.184690,0.096800,0.000000,0.374419
1.607284,21,1,0.176660,0.101995,0.000000,0.376570
1.629939,20,1,0.168248,0.102487,0.000000,0.369122
1.692910,19,1,0.159836,0.102992,0.000000,0.361700
1.768141,18,1,0.151423,0.103514,0.000000,0.354311
1.778010,17,1,0.143011,0.104056,0.000000,0.346960
1.874030,15,1,0.134598,0.111844,0.000000,0.353813
1.900958,13,1,0.125625,0.121532,0.000000,0.363828
1.933594,12,1,0.115962,0.122373,0.000000,0.355813
